sample_id,cab_gate,mix_gate,cab_mean_l1_from_uniform,cab_mean_max_abs_from_uniform,cab_mean_kl_from_uniform,cab_mean_one_minus_entropy,mix_l1_from_uniform,mix_max_abs_from_uniform,mix_kl_from_uniform,mix_one_minus_entropy,cab_head_best_idx,cab_head_best_score
109,0.5239022374153137,1.0,0.02315734699368477,0.007597997784614563,0.00028461046883940634,0.00020529188011891852,0.004675380885601044,0.002166450023651123,1.553608968120179e-05,1.1199469188288846e-05,2,0.01707128871539739
110,0.5239022374153137,1.0,0.03088175132870674,0.010192036628723145,0.0004979495482295047,0.00035919839721210156,0.006029762327671051,0.0018993914127349854,1.8564845946006164e-05,1.3399156171184368e-05,2,0.022217783845761396
111,0.5239022374153137,1.0,0.030536644160747528,0.009982526302337646,0.00048634400159689047,0.00035083049021547574,0.005944263190031052,0.002014532685279846,1.8218270884653325e-05,1.3123078077936778e-05,2,0.021449163088223283
112,0.5239022374153137,1.0,0.027616087347269058,0.009576767683029175,0.00040134250010403594,0.0002894962414281832,0.005122188478708267,0.0018966645002365112,1.430506777419017e-05,1.030774929783318e-05,2,0.0215091454362326
113,0.5239022374153137,1.0,0.029974982142448425,0.009892970323562622,0.0004704883131646338,0.0003394004792605654,0.005833089351654053,0.0018195509910583496,1.734966628402112e-05,1.2515138754554123e-05,2,0.02158145318290223
114,0.5239022374153137,1.0,0.02941301092505455,0.010105520486831665,0.00045374854967897434,0.0003273215670871743,0.005323830991983414,0.001807868480682373,1.4956169983843377e-05,1.0807222584646725e-05,2,0.022304221511135237
115,0.5239022374153137,1.0,0.031457263976335526,0.010166853666305542,0.0005135822994234481,0.0003704750435235826,0.005738474428653717,0.0018509477376937866,1.692537122386891e-05,1.2201623984436916e-05,2,0.022531527203118205
116,0.5239022374153137,1.0,0.02882162481546402,0.009472817182540894,0.00043739095559275224,0.0003155481341847455,0.005941588431596756,0.0016589462757110596,1.7743965834599008e-05,1.2788389886747575e-05,2,0.020254819320112888
117,0.5239022374153137,1.0,0.026054266840219498,0.008601218461990356,0.0003544083071091318,0.00025565527884843786,0.004102546721696854,0.0013902336359024048,9.215751084561962e-06,6.636583323005318e-06,2,0.019921721840144783
118,0.5239022374153137,1.0,0.02781403437256813,0.008625239133834839,0.00040563125248002044,0.00029260482348159034,0.005511939525604248,0.0016858875751495361,1.5698433643923366e-05,1.1324026183895386e-05,2,0.019021088256760903
119,0.5239022374153137,1.0,0.024495329707860947,0.008065342903137207,0.00031819273959611343,0.00022952381844085212,0.005304805934429169,0.0016766786575317383,1.4790400159013847e-05,1.0676469061776661e-05,2,0.017268015587948257
