sample_id,cab_gate,mix_gate,cab_mean_l1_from_uniform,cab_mean_max_abs_from_uniform,cab_mean_kl_from_uniform,cab_mean_one_minus_entropy,mix_l1_from_uniform,mix_max_abs_from_uniform,mix_kl_from_uniform,mix_one_minus_entropy,cab_head_best_idx,cab_head_best_score
120,0.5239022374153137,1.0,0.023924026638269424,0.007672235369682312,0.00030237797330012967,0.0002181084254062604,0.0043944790959358215,0.001822829246520996,1.1594020023260825e-05,8.355867015169549e-06,2,0.016920124897447285
121,0.5239022374153137,1.0,0.026414994150400162,0.008675873279571533,0.00036672344484290405,0.00026455367407768327,0.004884134978055954,0.0018365979194641113,1.3332566471511937e-05,9.598787313852553e-06,2,0.0185874165497271
122,0.5239022374153137,1.0,0.026283305138349533,0.008859902620315552,0.00036664503436762406,0.0002644747611341425,0.005602460354566574,0.0018847882747650146,1.6930159414303686e-05,1.22237043851392e-05,2,0.01881752556492243
123,0.5239022374153137,1.0,0.028292447328567505,0.009077250957489014,0.00041878671971114505,0.000302075860697526,0.005361150950193405,0.0017664730548858643,1.4705597789114436e-05,1.0589220050261083e-05,2,0.01990467723682575
124,0.5239022374153137,1.0,0.027878161519765854,0.009122326970100403,0.00040909919426190887,0.0002951138652675933,0.005537856370210648,0.0017905235290527344,1.56212003476965e-05,1.128694058874502e-05,2,0.019694485656491074
125,0.5239022374153137,1.0,0.026216406375169754,0.009031623601913452,0.0003647976961071394,0.0002631645400022198,0.005490574985742569,0.0017458796501159668,1.5633798784276737e-05,1.1266226117329081e-05,2,0.019028632776689022
126,0.5239022374153137,1.0,0.028394579887390137,0.009822070598602295,0.0004241658203565917,0.0003059709627714624,0.0047522857785224915,0.0017991960048675537,1.1899384975982464e-05,8.605943589062859e-06,2,0.021926725377095953
127,0.5239022374153137,1.0,0.02769237384200096,0.008994877338409424,0.00040361583503729296,0.00029112865536476407,0.005488790571689606,0.0017081499099731445,1.5363122798339377e-05,1.1074699956259426e-05,2,0.019370112983842537
128,0.5239022374153137,1.0,0.02856052666902542,0.00903823971748352,0.0004269322233256311,0.0003079590501131324,0.005073577165603638,0.0015363097190856934,1.3127311374216163e-05,9.454452348706122e-06,2,0.019237392262897238
129,0.5239022374153137,1.0,0.02494656667113304,0.00874289870262146,0.00033040972806390196,0.00023833651277932466,0.004580635577440262,0.0017163455486297607,1.1077117749068243e-05,8.009077873460946e-06,2,0.01856177819401514
130,0.5239022374153137,1.0,0.025171790271997452,0.008094549179077148,0.0003336948137225948,0.00024069875059307133,0.005005214363336563,0.001706153154373169,1.3595550601557248e-05,9.810842005852916e-06,2,0.01686283895458434
131,0.5239022374153137,1.0,0.022403672337532043,0.007453709840774536,0.0002658540149369671,0.0001917731344749929,0.004413183778524399,0.0018432140350341797,1.1973766345422818e-05,8.633521373424546e-06,2,0.015560961096620363
132,0.5239022374153137,1.0,0.025930259376764297,0.008734598755836487,0.0003589010709674318,0.0002588961229174902,0.005853187292814255,0.0021544992923736572,1.8755161561081102e-05,1.3525263997338222e-05,2,0.020015894623831867
133,0.5239022374153137,1.0,0.02624431997537613,0.008761286735534668,0.0003628995852967636,0.00026176926544349555,0.005344916135072708,0.0017202943563461304,1.4865853386847815e-05,1.0742072931335667e-05,2,0.020157164405934964
134,0.5239022374153137,1.0,0.027585208415985107,0.009325653314590454,0.00040007462858256755,0.0002885779401596289,0.005432453006505966,0.0017077624797821045,1.5116592915681148e-05,1.0915492688251538e-05,2,0.02088530656284488
135,0.5239022374153137,1.0,0.027248002588748932,0.009223580360412598,0.00039002120268007644,0.0002813482780546217,0.005152083933353424,0.0016687661409378052,1.3731538292624404e-05,9.912661679878365e-06,2,0.021173756071978536
136,0.5239022374153137,1.0,0.025018516927957535,0.008554637432098389,0.0003301413657862593,0.00023813547973519644,0.004905425012111664,0.0015947222709655762,1.243357193817787e-05,8.976376868474745e-06,2,0.020281469426191953
137,0.5239022374153137,1.0,0.026105500757694244,0.008797049522399902,0.0003617349274985806,0.0002609440435898669,0.005607906728982925,0.001934930682182312,1.653783714168172e-05,1.1948154267193978e-05,2,0.020245198183747357
138,0.5239022374153137,1.0,0.026244670152664185,0.008494257926940918,0.0003635312515315927,0.0002622323668963755,0.0051683709025382996,0.0017550885677337646,1.3881504552326715e-05,1.0005938308244033e-05,2,0.019866155286215416
139,0.5239022374153137,1.0,0.027479201555252075,0.009185045957565308,0.0003986775552578996,0.0002875552636197598,0.005304805934429169,0.001783818006515503,1.4482838879068059e-05,1.0454610495036487e-05,2,0.019872777080427922
140,0.5239022374153137,1.0,0.024370145052671432,0.007969468832015991,0.0003164897178360229,0.00022829534791704575,0.004888579249382019,0.001835852861404419,1.3395552004146145e-05,9.662848223124243e-06,2,0.01801764295946516
141,0.5239022374153137,1.0,0.02283463254570961,0.007928580045700073,0.00028028154242654775,0.00020216921978488678,0.00495518371462822,0.0022912025451660156,1.6720915195801185e-05,1.2057865425740832e-05,2,0.016609253393442734
142,0.5239022374153137,1.0,0.02042863890528679,0.007145583629608154,0.00022379643686754015,0.0001614461806896117,0.004370827227830887,0.002158552408218384,1.608357290860642e-05,1.1590669566657885e-05,2,0.014802906989488544
143,0.5239022374153137,1.0,0.02856723591685295,0.009929105639457703,0.00043169516903235686,0.00031139851447906097,0.006272375583648682,0.001798003911972046,1.983965489523056e-05,1.4326187026403314e-05,2,0.021272618393472886
144,0.5239022374153137,1.0,0.029195673763751984,0.009334906935691833,0.00044567575484349867,0.0003214796500979611,0.005729075521230698,0.0019125938415527344,1.6899481587690477e-05,1.2186673849778895e-05,2,0.020178658036617676
145,0.5239022374153137,1.0,0.03110961616039276,0.009511709213256836,0.0005017048844013191,0.0003619184755190019,0.0059015341103076935,0.001710936427116394,1.7592708153804345e-05,1.2694181694999918e-05,2,0.021248199234445105
146,0.5239022374153137,1.0,0.03064000979065895,0.009585738182067871,0.0004878183156743663,0.00035190515889063634,0.00608435645699501,0.0017620325088500977,1.867917147077542e-05,1.346299815352392e-05,2,0.020842616333301596
147,0.5239022374153137,1.0,0.028272300958633423,0.00971248745918274,0.00041853398384197036,0.0003019233526273257,0.004852086305618286,0.001669853925704956,1.3002857185115784e-05,9.379578789103782e-06,2,0.02183401150738451
148,0.5239022374153137,1.0,0.028967414051294327,0.00923815369606018,0.0004381380761682965,0.0003160535401466047,0.005294129252433777,0.0016250312328338623,1.43708737730739e-05,1.0366394162852899e-05,2,0.020563074306734506
149,0.5239022374153137,1.0,0.02716010808944702,0.008775845170021057,0.0003891116551216073,0.00028069962875920673,0.005548972636461258,0.0019923150539398193,1.6074135131835174e-05,1.1598762810899332e-05,2,0.019105261798588076
150,0.5239022374153137,1.0,0.02659459039568901,0.00826236605644226,0.00037053842774383483,0.00026728325079211634,0.00503983348608017,0.0014353245496749878,1.280515208355881e-05,9.229514123826332e-06,2,0.018217703826237892
151,0.5239022374153137,1.0,0.025622166693210602,0.008125156164169312,0.0003440104657165765,0.0002481585470322234,0.004401419311761856,0.0017957687377929688,1.0883639734374359e-05,7.854611826091373e-06,2,0.018062568099552173
152,0.5239022374153137,1.0,0.022876251488924026,0.007225364446640015,0.0002766092188138641,0.0001995350994137557,0.004681393504142761,0.001968786120414734,1.4919023416914496e-05,1.0776701710402126e-05,2,0.01567880717675288
153,0.5239022374153137,1.0,0.019552309066057205,0.006272733211517334,0.00020198657895437264,0.00014567644085974885,0.004201546311378479,0.002286970615386963,1.584231820229298e-05,1.1398014630847886e-05,2,0.01411764320063856
154,0.5239022374153137,1.0,0.0305146723985672,0.010016292333602905,0.00048608934965424966,0.0003506393470875113,0.006595104932785034,0.0018961429595947266,2.1939592797237846e-05,1.584097202500523e-05,2,0.021468680477397077
155,0.5239022374153137,1.0,0.03005116805434227,0.009362727403640747,0.0004695641409149902,0.00033871520344844197,0.006589420139789581,0.0019334852695465088,2.1970488765288504e-05,1.5870709335480404e-05,2,0.020945190757559316
156,0.5239022374153137,1.0,0.030823763459920883,0.01008981466293335,0.0004956489583057501,0.00035754632295562083,0.006668765097856522,0.0019249022006988525,2.248007586735408e-05,1.620477111552443e-05,2,0.021941955737700768
157,0.5239022374153137,1.0,0.030802447348833084,0.009730741381645203,0.0004920041970829152,0.0003548799305819472,0.0059355758130550385,0.0018838942050933838,1.8294995741298902e-05,1.3193324524235495e-05,2,0.021695282106897806
158,0.5239022374153137,1.0,0.030064336955547333,0.009787291288375854,0.0004747082347690958,0.00034242215750462934,0.006775178015232086,0.0018997639417648315,2.3091860593488765e-05,1.666470696215505e-05,2,0.021189506295352753
159,0.5239022374153137,1.0,0.0290352925658226,0.009383201599121094,0.0004411858213247909,0.00031825574884852825,0.00587594136595726,0.0018177181482315063,1.7921340892281505e-05,1.2953591847802981e-05,2,0.02096127935819246
160,0.5239022374153137,1.0,0.02835368737578392,0.00888851284980774,0.0004200181832898222,0.00030297534976747587,0.005394667387008667,0.0015613138675689697,1.474945288278904e-05,1.0609678942508083e-05,2,0.01957036146301116
161,0.5239022374153137,1.0,0.025798838585615158,0.008421003818511963,0.00035332485564203674,0.0002548811843997023,0.005809862166643143,0.002053588628768921,1.7874233692727738e-05,1.2897259444422104e-05,2,0.018226354200211646
162,0.5239022374153137,1.0,0.02587968483567238,0.0081348717212677,0.0003530826235274868,0.0002546990002838534,0.0050688982009887695,0.0017339140176773071,1.3966478466977974e-05,1.0074684611477425e-05,2,0.017652712794819655
163,0.5239022374153137,1.0,0.023019813001155853,0.007445588707923889,0.00027877022200852746,0.00020108275783894958,0.004274815320968628,0.001697629690170288,1.1420274159483224e-05,8.252887608917181e-06,2,0.015892872008413633
164,0.5239022374153137,1.0,0.019710727035999298,0.0066054463386535645,0.0002064467564432004,0.00014892730644466834,0.004275597631931305,0.0021049678325653076,1.6219050809673517e-05,1.1707022666090916e-05,2,0.013768727129732344
165,0.5239022374153137,1.0,0.027152564376592636,0.00896388292312622,0.000388077542355883,0.00027993504762829913,0.005868837237358093,0.0016425848007202148,1.7272850485739865e-05,1.245972786886873e-05,2,0.019491108193093076
166,0.5239022374153137,1.0,0.029212672263383865,0.009393393993377686,0.0004497603035669845,0.00032443720506272755,0.006299339234828949,0.0018064528703689575,1.993988864067175e-05,1.4391039809491524e-05,2,0.021767087976353475
167,0.5239022374153137,1.0,0.028046179562807083,0.009193181991577148,0.00041689942342398433,0.0003007330906519001,0.005930598825216293,0.0017361491918563843,1.7694710857317302e-05,1.2775211672810816e-05,2,0.020242245568633063
168,0.5239022374153137,1.0,0.027788005769252777,0.00952252745628357,0.00040900911075335646,0.00029503025730048815,0.005886126309633255,0.0017513036727905273,1.750461292135836e-05,1.2630634417448716e-05,2,0.020148679337482663
169,0.5239022374153137,1.0,0.02794068679213524,0.009815707802772522,0.00041079259177893845,0.0002963055910452095,0.005316387861967087,0.0017870664596557617,1.4815788003071621e-05,1.0668705487881791e-05,2,0.02096099531102013
170,0.5239022374153137,1.0,0.028032425791025162,0.010755255818367004,0.00042276551460592,0.000304979482141976,0.004099387675523758,0.00193101167678833,1.005201629750436e-05,7.254722321908824e-06,2,0.02337760669969311
171,0.5239022374153137,1.0,0.025261390954256058,0.009307891130447388,0.0003406947433828799,0.0002457481324967814,0.004699990153312683,0.001960545778274536,1.1946107601363418e-05,8.632196258406832e-06,2,0.020176023437678423
172,0.5239022374153137,1.0,0.02585672214627266,0.008356988430023193,0.00035115042111809216,0.00025329030970572264,0.004723194986581802,0.0016765296459197998,1.1557423457399067e-05,8.340644043980383e-06,2,0.018717529380092156
173,0.5239022374153137,1.0,0.022523462772369385,0.007326558232307434,0.0002658124255256089,0.00019175803521739865,0.0038199201226234436,0.0015674829483032227,7.812192012551339e-06,5.6129535956628285e-06,2,0.016382596353413242
174,0.5239022374153137,1.0,0.021605294197797775,0.007601827383041382,0.00024670499345449384,0.00017797121118059978,0.0038391798734664917,0.002110421657562256,9.151740083764747e-06,6.60158501714081e-06,2,0.01652912883384562
175,0.5239022374153137,1.0,0.018911316990852356,0.0065183937549591064,0.00018920455306418614,0.0001364673340485123,0.003989778459072113,0.001987665891647339,1.2461512299228011e-05,8.996531578570055e-06,2,0.012966345842271916
176,0.5239022374153137,1.0,0.03131399303674698,0.009909451007843018,0.0005074750910576795,0.00036607334920238377,0.006732363253831863,0.002109020948410034,2.353296442661408e-05,1.6979170828157475e-05,2,0.021640523589624025
177,0.5239022374153137,1.0,0.03071058914065361,0.00997893512248993,0.0004884712154956546,0.00035235377481593333,0.006256900727748871,0.0021959245204925537,2.1365159301959153e-05,1.540425410576085e-05,2,0.022101175050273
178,0.5239022374153137,1.0,0.030375760048627853,0.009640932083129883,0.00047733103385090244,0.0003443178324092633,0.006059594452381134,0.0019457042217254639,1.9140064744598852e-05,1.381408882525359e-05,2,0.02123470910995233
179,0.5239022374153137,1.0,0.02889014407992363,0.009067267179489136,0.00043200346762594646,0.00031162090490505223,0.005625143647193909,0.001996457576751709,1.689942846239942e-05,1.2190360818287171e-05,2,0.021171119629487166
180,0.5239022374153137,1.0,0.029946941882371902,0.01011541485786438,0.0004683384480529331,0.00033783850352206435,0.005868092179298401,0.0017889738082885742,1.7612123363851598e-05,1.2704461518214805e-05,2,0.022046936559612346
181,0.5239022374153137,1.0,0.02729562669992447,0.008377909660339355,0.0003822178559582676,0.00027571935324577357,0.004668191075325012,0.0016436278820037842,1.2277614530168226e-05,8.841525637098835e-06,2,0.01963243266549595
182,0.5239022374153137,1.0,0.026608135551214218,0.00866013765335083,0.0003708879870147387,0.0002675503056667472,0.005210220813751221,0.0014814585447311401,1.3690035643651075e-05,9.890174427651388e-06,2,0.019233120706490955
183,0.5239022374153137,1.0,0.027120836079120636,0.009119957685470581,0.0003881649182166211,0.00027999435069850365,0.005545143038034439,0.0017591416835784912,1.5863105548357618e-05,1.1431635982994681e-05,2,0.019351818806970393
184,0.5239022374153137,1.0,0.02439381554722786,0.007768750190734863,0.0003113277255146576,0.00022454940581345673,0.0042957887053489685,0.001226469874382019,9.290137685498542e-06,6.7237695258459684e-06,2,0.017233673393223133
185,0.5239022374153137,1.0,0.024227961897850037,0.008384108543395996,0.0003097171927430903,0.00022344353134667871,0.004079069942235947,0.001797705888748169,9.245790244350951e-06,6.66570257693011e-06,2,0.018213540328188726
186,0.5239022374153137,1.0,0.02090609073638916,0.008333653211593628,0.0002391119000273471,0.0001724976773546938,0.003039725124835968,0.0020985007286071777,6.362385216605004e-06,4.596941380718977e-06,2,0.01837321807364934
187,0.5239022374153137,1.0,0.03001050278544426,0.009706482291221619,0.00047314874691993416,0.000341315851263041,0.006693728268146515,0.001988619565963745,2.2713145004205418e-05,1.6391521410946686e-05,2,0.021466797789150588
188,0.5239022374153137,1.0,0.029671475291252136,0.009323865175247192,0.00045839765437983237,0.0003306640113645565,0.005799058824777603,0.0018984079360961914,1.7754115503138012e-05,1.2795711324925518e-05,2,0.02029763227602207
189,0.5239022374153137,1.0,0.02973334491252899,0.00948682427406311,0.00046060384533390874,0.00033224054057762187,0.005842752754688263,0.0020563602447509766,1.8673983593537892e-05,1.3462981181378009e-05,2,0.02142803037287215
190,0.5239022374153137,1.0,0.03060959279537201,0.009980887174606323,0.0004911542058603393,0.00035429286855326314,0.006823651492595673,0.0020528286695480347,2.3567021507159172e-05,1.6992561947953844e-05,2,0.02208212340108493
191,0.5239022374153137,1.0,0.02867869660258293,0.009716331958770752,0.00043391663234347935,0.00031301586269139037,0.005919318646192551,0.001851782202720642,1.781679778320921e-05,1.2848377612895145e-05,2,0.020620822341570033
192,0.5239022374153137,1.0,0.028155438601970673,0.009143710136413574,0.00041828076152945174,0.00030173324075943864,0.006256159394979477,0.00173872709274292,1.9638844428037793e-05,1.4162706442222284e-05,2,0.02069742449072405
193,0.5239022374153137,1.0,0.028323527425527573,0.009131461381912231,0.0004243248647585376,0.0003060819637661638,0.006230901926755905,0.0018341243267059326,1.9731342683100962e-05,1.421452866801065e-05,2,0.020934639951224965
194,0.5239022374153137,1.0,0.0269739031791687,0.00882139801979065,0.00038572301747479367,0.000278240342233782,0.005452197045087814,0.001872330904006958,1.5464449725072693e-05,1.11366160127635e-05,2,0.020211397570917583
195,0.5239022374153137,1.0,0.02450619637966156,0.008317798376083374,0.000322408388556159,0.0002325684916554549,0.005642309784889221,0.002100646495819092,1.7877844961270946e-05,1.291104029488288e-05,2,0.018524614809671207
196,0.5239022374153137,1.0,0.022688262164592743,0.007307082414627075,0.00027194675196848955,0.00019617556580597828,0.004304215312004089,0.0014893412590026855,9.934136695232299e-06,7.195767195267155e-06,2,0.01600133804633979
197,0.5239022374153137,1.0,0.022275611758232117,0.007417023181915283,0.0002610615006725502,0.00018830116503246175,0.003950789570808411,0.0015396177768707275,9.800320881242253e-06,7.0694371672730405e-06,2,0.01464013919871092
198,0.5239022374153137,1.0,0.031024102121591568,0.009664684534072876,0.000500541240305532,0.000361053006703721,0.006468251347541809,0.0019156932830810547,2.112458674602554e-05,1.5238168269676722e-05,2,0.021527266409652114
199,0.5239022374153137,1.0,0.030542317777872086,0.009412139654159546,0.0004843838810047231,0.00034942773795756943,0.005849387496709824,0.0018949955701828003,1.780176498255041e-05,1.2822632578290971e-05,2,0.021241744616374562
200,0.5239022374153137,1.0,0.030492760241031647,0.009667664766311646,0.00048302743224984553,0.00034843809114065705,0.006045285612344742,0.0018886029720306396,1.8592312648850115e-05,1.3415243918846187e-05,2,0.021085031454428638
201,0.5239022374153137,1.0,0.030187532305717468,0.009559839963912964,0.0004761650417629561,0.0003434953733592039,0.00657561793923378,0.001913696527481079,2.1909690701209358e-05,1.5808226351360366e-05,2,0.020838946537361888
202,0.5239022374153137,1.0,0.029261458665132523,0.009475022554397583,0.0004473577847104648,0.00032270415404273,0.005963515490293503,0.0019163340330123901,1.894899794283611e-05,1.3665087390646313e-05,2,0.021583371686331024
203,0.5239022374153137,1.0,0.029303383082151413,0.009355276823043823,0.00045023236621830184,0.00032477027570521066,0.00621388852596283,0.0016912221908569336,1.9414232918574497e-05,1.3974606454747462e-05,2,0.02029376934324849
204,0.5239022374153137,1.0,0.02929077297449112,0.009192287921905518,0.0004501587835845269,0.0003247283729255479,0.006295923143625259,0.0016728043556213379,1.9869747137018915e-05,1.4306915797068775e-05,2,0.019945470875161297
205,0.5239022374153137,1.0,0.027172863483428955,0.00900965929031372,0.00038968717714926455,0.0002810700766632812,0.005964227020740509,0.0019834786653518677,1.820073923763742e-05,1.3106706377552513e-05,2,0.01909495970776215
206,0.5239022374153137,1.0,0.026634428650140762,0.008323758840560913,0.00037298739112196356,0.0002690423538719844,0.005409836769104004,0.0017143189907073975,1.5363528656873386e-05,1.1097344463084635e-05,2,0.017998318916347893
207,0.5239022374153137,1.0,0.025318332016468048,0.007762223482131958,0.00033378080396628926,0.00024077940589370406,0.004024270921945572,0.001577138900756836,8.95229942211314e-06,6.46144428062545e-06,2,0.01716696074442968
208,0.5239022374153137,1.0,0.021980512887239456,0.007037490606307983,0.00025486779823872337,0.0001838519795910043,0.004875976592302322,0.0021693408489227295,1.666420559844433e-05,1.2024408678895648e-05,2,0.015058427932236287
209,0.5239022374153137,1.0,0.026274986565113068,0.008621826767921448,0.00035968169719365994,0.0002594629510005442,0.00468207523226738,0.0015481114387512207,1.1663438469918604e-05,8.409667129893883e-06,2,0.01980902138958974
210,0.5239022374153137,1.0,0.026703227311372757,0.009310513734817505,0.000377797944143766,0.0002725273355273783,0.005595594644546509,0.0018130987882614136,1.618462823486778e-05,1.1674741446587866e-05,2,0.020114174724002315
211,0.5239022374153137,1.0,0.028571296483278275,0.009881854057312012,0.0004286881847169123,0.0003092368843796711,0.005228538066148758,0.0017627477645874023,1.429272889768798e-05,1.0328651002255995e-05,2,0.02217068596784784
212,0.5239022374153137,1.0,0.02769456058740616,0.009416520595550537,0.00040517430674911125,0.0002922789321018471,0.005707982927560806,0.0018200427293777466,1.6776346477293772e-05,1.2120202385029755e-05,2,0.021163528811360563
213,0.5239022374153137,1.0,0.02793462574481964,0.009690284729003906,0.0004095959893822322,0.00029546105132483014,0.004865996539592743,0.0017443299293518066,1.2638646690266533e-05,9.109405871315923e-06,2,0.021979887970062686
214,0.5239022374153137,1.0,0.027774397283792496,0.010063305497169495,0.0004091870122048093,0.00029513995961991113,0.005195777863264084,0.001962795853614807,1.42281330243278e-05,1.0244802026160293e-05,2,0.0212715818651725
215,0.5239022374153137,1.0,0.02803529053926468,0.009967058897018433,0.000413624730604048,0.0002983746243962748,0.004801847040653229,0.0019138455390930176,1.2955705704360509e-05,9.323214443662797e-06,2,0.02161942925731611
216,0.5239022374153137,1.0,0.026949118822813034,0.009395450353622437,0.00038670362002789574,0.0002789439721637421,0.005899045616388321,0.0019522756338119507,1.8695174834837576e-05,1.3489443301650805e-05,2,0.01986835508947938
217,0.5239022374153137,1.0,0.026050154119729996,0.009781301021575928,0.0003618615953037503,0.0002610316898067899,0.0042008087038993835,0.0019417405128479004,9.812014511706229e-06,7.085322919153647e-06,2,0.020201310415973832
218,0.5239022374153137,1.0,0.024493958801031113,0.008357122540473938,0.0003190305037885808,0.00023012813756381756,0.004863571375608444,0.0019688010215759277,1.490791184679505e-05,1.0764961116571659e-05,2,0.018167754885377273
219,0.5239022374153137,1.0,0.020772166550159454,0.007149040699005127,0.0002294348153783442,0.00016549478459623734,0.004011847078800201,0.001919567584991455,1.2050307997078093e-05,8.685009213804662e-06,2,0.015228040648076292
